,price,Address,area,Bedrooms,Bathrooms,Status,neworold,type_of_building,bhk
3563,72.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",692.0,2.0,2.0,Ready to Move,Resale,Flat,1
3564,65.0,other,728.0,2.0,2.0,Ready to Move,Resale,Flat,1
3565,425.0,other,1700.0,4.0,5.0,Ready to Move,Resale,Flat,3
3566,15.0,other,1000.0,3.0,2.0,Ready to Move,Resale,Flat,2
3567,383.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1065.0,3.0,3.0,Ready to Move,New Property,Flat,2
3568,220.0,other,1200.0,3.0,3.0,Under Construction,Resale,Flat,2
3569,190.0,"Chembur, Mumbai - Harbour Line, Maharashtra",1035.0,2.0,2.0,Ready to Move,Resale,Flat,2
3570,115.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",985.0,2.0,2.0,Under Construction,Resale,Flat,2
3571,110.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",1500.0,2.0,2.0,Ready to Move,Resale,Flat,3
3572,250.0,"Santacruz East, Mumbai - Western Suburbs, Maharashtra",1140.0,3.0,2.0,Ready to Move,Resale,Flat,2
3573,140.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",830.0,2.0,2.0,Ready to Move,Resale,Flat,2
3574,85.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
3575,230.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1155.0,2.0,2.0,Ready to Move,Resale,Flat,2
3576,330.0,other,1360.0,3.0,3.0,Ready to Move,Resale,Flat,3
3577,60.0,"Kalyan, Mumbai - Around Mumbai, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3578,350.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3579,160.0,other,800.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
3580,270.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1150.0,3.0,2.0,Ready to Move,Resale,Flat,2
3581,155.0,other,775.0,2.0,2.0,Ready to Move,Resale,Flat,2
3582,50.0,other,810.0,2.0,2.0,Ready to Move,Resale,Flat,2
3583,190.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3584,27.0,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3585,185.0,"Mulund East, Mumbai - Central Line, Maharashtra",1050.0,2.0,2.0,Under Construction,Resale,Flat,2
3586,300.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1430.0,3.0,3.0,Under Construction,Resale,Flat,3
3587,180.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1350.0,3.0,2.0,Ready to Move,Resale,Flat,3
3588,165.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3589,105.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1240.0,3.0,3.0,Ready to Move,Resale,Flat,2
3590,275.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1400.0,3.0,3.0,Ready to Move,Resale,Flat,3
3591,675.0,"Parel, Mumbai - South Mumbai, Maharashtra",1800.0,3.0,3.0,Ready to Move,Resale,Flat,4
3592,250.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",895.0,2.0,2.0,Ready to Move,Resale,Flat,2
3593,150.0,other,882.0,2.0,2.0,Ready to Move,Resale,Flat,2
3594,200.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1400.0,3.0,3.0,Ready to Move,Resale,Flat,3
3595,270.0,other,890.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
3596,280.0,"Mulund West, Mumbai - Central Line, Maharashtra",950.0,2.0,3.0,Ready to Move,Resale,Flat,2
3597,150.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
3598,450.0,"Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1400.0,2.0,2.0,Ready to Move,Resale,Flat,3
3599,80.0,"Thane-Kalyan-Dombivli, Mumbai, Maharashtra",900.0,2.0,2.0,Under Construction,New Property,Flat,2
3600,80.0,other,680.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
3601,45.0,other,970.0,2.0,2.0,Ready to Move,Resale,Flat,2
3602,190.0,"Chembur, Mumbai - Harbour Line, Maharashtra",1000.0,5.0,5.0,Ready to Move,Resale,Flat,2
3603,160.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
3604,110.0,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",1300.0,3.0,3.0,Ready to Move,Resale,Flat,3
3605,170.0,"Chembur, Mumbai - Harbour Line, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3606,32.0,"Thane-Kalyan-Dombivli, Mumbai, Maharashtra",655.0,2.0,2.0,Ready to Move,New Property,Flat,1
3607,50.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
3608,157.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3609,250.0,"Mulund West, Mumbai - Central Line, Maharashtra",990.0,3.0,3.0,Ready to Move,Resale,Bungalow,2
3610,400.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",880.0,2.0,2.0,Ready to Move,Resale,Flat,2
3611,900.0,"Worli, Mumbai - South Mumbai, Maharashtra",1500.0,4.0,3.0,Ready to Move,Resale,Flat,3
3612,185.0,other,870.0,2.0,2.0,Ready to Move,Resale,Flat,2
3613,375.0,other,1235.0,2.0,2.0,Ready to Move,Resale,Flat,2
3614,195.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",875.0,2.0,2.0,Ready to Move,Resale,Flat,2
3615,650.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1155.0,3.0,3.0,Under Construction,Resale,Flat,2
3616,65.0,"Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",950.0,2.0,2.0,Ready to Move,Resale,Flat,2
3617,235.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3618,70.0,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
3619,370.0,other,1000.0,3.0,3.0,Ready to Move,Resale,Flat,2
3620,300.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
3621,175.0,"Chembur, Mumbai - Harbour Line, Maharashtra",720.0,2.0,2.0,Ready to Move,Resale,Flat,1
3622,275.0,other,1255.0,3.0,3.0,Ready to Move,Resale,Flat,3
3623,95.0,other,650.0,2.0,2.0,Ready to Move,Resale,Flat,1
3624,70.0,other,865.0,2.0,2.0,Ready to Move,Resale,Flat,2
3625,225.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1500.0,3.0,3.0,Ready to Move,Resale,Flat,3
3626,210.0,other,645.0,2.0,2.0,Under Construction,Resale,Flat,1
3627,70.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3628,205.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3629,50.0,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",860.0,2.0,2.0,Ready to Move,Resale,Flat,2
3630,200.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3631,230.0,other,1200.0,3.0,3.0,Ready to Move,Resale,Flat,2
3632,35.0,other,835.0,2.0,2.0,Ready to Move,Resale,Flat,2
3633,225.0,other,830.0,3.0,2.0,Ready to Move,Resale,Flat,2
3634,54.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",745.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
3635,160.0,other,1600.0,2.0,2.0,Ready to Move,Resale,Flat,3
3636,150.0,other,785.0,2.0,2.0,Ready to Move,Resale,Flat,2
3637,86.4,other,950.0,2.0,2.0,Under Construction,Resale,Flat,2
3638,80.0,other,825.0,2.0,2.0,Ready to Move,Resale,Flat,2
3639,71.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",910.0,2.0,2.0,Ready to Move,Resale,Flat,2
3640,78.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",720.0,2.0,2.0,Ready to Move,Resale,Flat,1
3641,192.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1900.0,4.0,6.0,Ready to Move,Resale,Flat,4
3642,500.0,other,1200.0,4.0,4.0,Ready to Move,Resale,Flat,2
3643,160.0,other,850.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
3644,55.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3645,90.0,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",1500.0,3.0,3.0,Ready to Move,Resale,Flat,3
3646,150.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",715.0,2.0,2.0,Under Construction,Resale,Flat,1
3647,160.0,other,650.0,2.0,2.0,Ready to Move,Resale,Flat,1
3648,65.0,other,810.0,2.0,2.0,Ready to Move,Resale,Flat,2
3649,350.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
3650,211.0,"Oshiwara, Mumbai - Western Suburbs, Maharashtra",650.0,2.0,2.0,Ready to Move,Resale,Flat,1
3651,250.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
3652,35.0,other,725.0,2.0,2.0,Under Construction,Resale,Flat,1
3653,59.0,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",990.0,2.0,2.0,Ready to Move,Resale,Flat,2
3654,125.0,other,600.0,2.0,3.0,Ready to Move,Resale,Bungalow,1
3655,290.0,"Dahisar East, Mumbai - North Mumbai, Maharashtra",1150.0,2.0,2.0,Ready to Move,Resale,Flat,2
3656,220.0,other,700.0,2.0,2.0,Under Construction,Resale,Flat,1
3657,175.0,other,1014.0,3.0,2.0,Under Construction,Resale,Flat,2
3658,116.0,other,639.0,2.0,2.0,Ready to Move,Resale,Flat,1
3659,135.0,other,750.0,2.0,2.0,Under Construction,Resale,Flat,1
3660,140.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3661,225.0,"Sion, Mumbai - Central Mumbai, Maharashtra",685.0,2.0,2.0,Ready to Move,Resale,Flat,1
3662,78.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",1200.0,2.0,3.0,Ready to Move,Resale,Flat,2
3663,300.0,other,1300.0,3.0,3.0,Ready to Move,New Property,Flat,3
3664,140.0,other,1000.0,2.0,3.0,Ready to Move,Resale,Flat,2
3665,165.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3666,160.0,"Chembur, Mumbai - Harbour Line, Maharashtra",700.0,2.0,2.0,Ready to Move,Resale,Flat,1
3667,57.0,"Thane-Kalyan-Dombivli, Mumbai, Maharashtra",920.0,2.0,2.0,Ready to Move,Resale,Flat,2
3668,260.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
3669,180.0,"Dahisar East, Mumbai - North Mumbai, Maharashtra",750.0,2.0,2.0,Ready to Move,Resale,Flat,1
3670,160.0,"Marol, Mumbai - Western Suburbs, Maharashtra",700.0,2.0,2.0,Ready to Move,Resale,Flat,1
3671,250.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
3672,145.0,other,650.0,2.0,2.0,Ready to Move,Resale,Flat,1
3673,70.0,other,945.0,2.0,2.0,Ready to Move,Resale,Flat,2
3674,62.0,other,695.0,2.0,2.0,Under Construction,Resale,Flat,1
3675,300.0,other,3200.0,5.0,3.0,Ready to Move,Resale,Flat,6
3676,450.0,other,2000.0,4.0,4.0,Ready to Move,Resale,Flat,4
3677,150.0,other,730.0,2.0,2.0,Ready to Move,Resale,Flat,1
3678,370.0,other,1200.0,3.0,3.0,Ready to Move,Resale,Flat,2
3679,175.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3680,350.0,other,1050.0,3.0,2.0,Under Construction,Resale,Flat,2
3681,60.0,other,765.0,2.0,2.0,Ready to Move,Resale,Flat,2
3682,150.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",980.0,2.0,2.0,Ready to Move,Resale,Flat,2
3683,89.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3684,210.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",875.0,2.0,2.0,Ready to Move,Resale,Flat,2
3685,150.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1080.0,2.0,3.0,Under Construction,Resale,Flat,2
3686,200.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1000.0,2.0,3.0,Ready to Move,Resale,Flat,2
3687,140.0,"Bhandup West, Mumbai - Central Line, Maharashtra",1015.0,2.0,2.0,Ready to Move,Resale,Flat,2
3688,190.0,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
3689,180.0,other,725.0,2.0,2.0,Ready to Move,Resale,Flat,1
3690,300.0,other,951.0,3.0,2.0,Ready to Move,Resale,Flat,2
3691,175.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",980.0,2.0,2.0,Ready to Move,Resale,Flat,2
3692,250.0,other,1028.0,3.0,2.0,Ready to Move,Resale,Bungalow,2
3693,235.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3694,35.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",886.0,2.0,2.0,Under Construction,Resale,Flat,2
3695,90.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",965.0,2.0,2.0,Ready to Move,Resale,Flat,2
3696,325.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3697,115.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
3698,325.0,"Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
3699,360.0,"Vile Parle West, Mumbai - Western Suburbs, Maharashtra",765.0,2.0,2.0,Ready to Move,Resale,Flat,2
3700,165.0,other,685.0,2.0,2.0,Ready to Move,Resale,Flat,1
3701,85.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",835.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
3702,299.00000000000006,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
3703,225.0,other,1040.0,2.0,3.0,Ready to Move,Resale,Flat,2
3704,160.0,"Malad East, Mumbai - North Mumbai, Maharashtra",625.0,2.0,2.0,Ready to Move,Resale,Flat,1
3705,725.0,other,1175.0,2.0,2.0,Ready to Move,Resale,Flat,2
3706,325.0,other,840.0,2.0,2.0,Ready to Move,Resale,Flat,2
3707,325.0,"Santacruz West, Mumbai - Western Suburbs, Maharashtra",1300.0,3.0,3.0,Ready to Move,Resale,Flat,3
3708,42.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3709,225.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1250.0,2.0,2.0,Under Construction,Resale,Flat,2
3710,135.0,"Bhandup West, Mumbai - Central Line, Maharashtra",825.0,2.0,2.0,Ready to Move,Resale,Flat,2
3711,165.0,other,880.0,2.0,2.0,Ready to Move,Resale,Flat,2
3712,220.0,other,820.0,3.0,2.0,Under Construction,Resale,Flat,2
3713,115.0,"Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1150.0,3.0,3.0,Ready to Move,Resale,Flat,2
3714,450.0,other,1400.0,2.0,3.0,Ready to Move,Resale,Flat,3
3715,625.0,"Powai, Mumbai - Central Line, Maharashtra",1595.0,3.0,3.0,Ready to Move,Resale,Flat,3
3716,235.0,"Dahisar East, Mumbai - North Mumbai, Maharashtra",915.0,4.0,2.0,Ready to Move,Resale,Bungalow,2
3717,75.0,other,1500.0,3.0,3.0,Ready to Move,Resale,Flat,3
3718,240.0,"Chembur, Mumbai - Harbour Line, Maharashtra",680.0,2.0,2.0,Ready to Move,Resale,Flat,1
3719,300.0,other,900.0,3.0,3.0,Ready to Move,Resale,Flat,2
3720,520.0,"Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1390.0,3.0,3.0,Ready to Move,Resale,Flat,3
3721,1050.0,other,2050.0,3.0,3.0,Ready to Move,Resale,Flat,4
3722,40.0,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3723,380.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3724,150.0,other,920.0,2.0,2.0,Ready to Move,Resale,Flat,2
3725,85.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1065.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
3726,600.0,"Vile Parle West, Mumbai - Western Suburbs, Maharashtra",1500.0,3.0,3.0,Ready to Move,Resale,Flat,3
3727,42.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3728,175.0,other,1250.0,3.0,3.0,Ready to Move,Resale,Flat,2
3729,225.0,other,950.0,3.0,2.0,Ready to Move,Resale,Flat,2
3730,299.00000000000006,"Bandra East, Mumbai - Western Suburbs, Maharashtra",780.0,2.0,2.0,Under Construction,Resale,Flat,2
3731,40.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3732,160.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",620.0,2.0,2.0,Ready to Move,Resale,Flat,1
3733,57.0,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",770.0,2.0,2.0,Ready to Move,Resale,Flat,2
3734,1050.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",2300.0,5.0,5.0,Ready to Move,Resale,Bungalow,5
3735,170.0,other,1079.0,2.0,2.0,Ready to Move,Resale,Flat,2
3736,250.0,other,1280.0,3.0,2.0,Ready to Move,Resale,Flat,3
3737,250.0,other,1100.0,2.0,2.0,Under Construction,Resale,Flat,2
3738,225.0,"Chembur, Mumbai - Harbour Line, Maharashtra",1111.0,2.0,2.0,Ready to Move,Resale,Flat,2
3739,130.0,other,1000.0,3.0,2.0,Ready to Move,Resale,Flat,2
3740,180.0,other,750.0,2.0,2.0,Ready to Move,New Property,Flat,1
3741,170.0,other,970.0,2.0,2.0,Ready to Move,Resale,Flat,2
3742,90.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",750.0,3.0,3.0,Ready to Move,Resale,Flat,1
3743,97.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1260.0,2.0,3.0,Ready to Move,Resale,Flat,3
3744,138.99999999999997,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1350.0,2.0,2.0,Ready to Move,Resale,Flat,3
3745,83.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",600.0,2.0,2.0,Ready to Move,Resale,Flat,1
3746,225.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3747,160.0,"Malad East, Mumbai - North Mumbai, Maharashtra",800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3748,155.0,"Dahisar East, Mumbai - North Mumbai, Maharashtra",720.0,2.0,2.0,Ready to Move,Resale,Flat,1
3749,255.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3750,99.0,"Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",925.0,2.0,2.0,Ready to Move,Resale,Flat,2
3751,65.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",575.0,2.0,2.0,Ready to Move,Resale,Flat,1
3752,165.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1000.0,3.0,3.0,Ready to Move,Resale,Flat,2
3753,70.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1050.0,2.0,2.0,Under Construction,Resale,Flat,2
3754,200.0,"Bhandup West, Mumbai - Central Line, Maharashtra",1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
3755,60.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",605.0,2.0,2.0,Ready to Move,Resale,Flat,1
3756,65.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3757,200.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3758,55.0,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3759,135.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
3760,140.0,other,740.0,2.0,2.0,Ready to Move,Resale,Flat,1
3761,149.0,"Bhandup West, Mumbai - Central Line, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3762,185.0,"Santacruz East, Mumbai - Western Suburbs, Maharashtra",780.0,2.0,2.0,Ready to Move,Resale,Flat,2
3763,245.0,other,640.0,2.0,2.0,Ready to Move,Resale,Flat,1
3764,230.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",640.0,2.0,2.0,Under Construction,Resale,Flat,1
3765,180.0,other,1230.0,3.0,2.0,Ready to Move,Resale,Flat,2
3766,200.0,other,825.0,2.0,2.0,Ready to Move,Resale,Flat,2
3767,180.0,other,620.0,2.0,2.0,Ready to Move,Resale,Flat,1
3768,180.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3769,180.0,other,835.0,2.0,3.0,Ready to Move,Resale,Flat,2
3770,150.0,"Mulund East, Mumbai - Central Line, Maharashtra",790.0,2.0,2.0,Ready to Move,Resale,Flat,2
3771,130.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
3772,150.0,"Mulund East, Mumbai - Central Line, Maharashtra",700.0,2.0,2.0,Under Construction,Resale,Flat,1
3773,125.0,other,1060.0,2.0,2.0,Ready to Move,Resale,Flat,2
3774,210.0,"Ghatkopar East, Mumbai - Central Line, Maharashtra",765.0,2.0,2.0,Ready to Move,Resale,Flat,2
3775,285.0,other,1638.0,3.0,4.0,Ready to Move,Resale,Flat,3
3776,350.0,other,1500.0,2.0,2.0,Ready to Move,Resale,Flat,3
3777,255.0,"Goregaon West, Mumbai - North Mumbai, Maharashtra",905.0,2.0,2.0,Ready to Move,Resale,Flat,2
3778,300.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3779,150.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",575.0,2.0,2.0,Ready to Move,Resale,Flat,1
3780,67.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3781,265.0,other,1030.0,2.0,2.0,Ready to Move,Resale,Flat,2
3782,175.0,"Kandivali East, Mumbai - North Mumbai, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3783,65.0,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",990.0,2.0,2.0,Ready to Move,Resale,Flat,2
3784,100.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
3785,235.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3786,162.00000000000003,"Kandivali East, Mumbai - North Mumbai, Maharashtra",860.0,2.0,2.0,Ready to Move,Resale,Flat,2
3787,250.0,other,1160.0,2.0,3.0,Ready to Move,Resale,Flat,2
3788,90.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1080.0,2.0,2.0,Ready to Move,Resale,Flat,2
3789,170.0,other,695.0,2.0,2.0,Ready to Move,New Property,Flat,1
3790,165.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",700.0,2.0,2.0,Ready to Move,Resale,Flat,1
3791,295.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1000.0,3.0,3.0,Ready to Move,Resale,Flat,2
3792,60.0,other,775.0,2.0,2.0,Ready to Move,Resale,Flat,2
3793,1000.0,other,2000.0,3.0,4.0,Ready to Move,Resale,Flat,4
3794,97.0,"Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",975.0,2.0,2.0,Under Construction,Resale,Flat,2
3795,1000.0,other,1690.0,2.0,2.0,Ready to Move,Resale,Flat,3
3796,72.0,other,1100.0,3.0,2.0,Ready to Move,Resale,Flat,2
3797,275.0,"Bandra East, Mumbai - Western Suburbs, Maharashtra",1300.0,2.0,2.0,Ready to Move,Resale,Flat,3
3798,250.0,"Borivali East, Mumbai - Western Suburbs, Maharashtra",1075.0,2.0,2.0,Ready to Move,Resale,Flat,2
3799,325.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1500.0,3.0,4.0,Ready to Move,Resale,Flat,3
3800,225.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1300.0,2.0,3.0,Ready to Move,Resale,Flat,3
3801,175.0,other,1295.0,3.0,2.0,Under Construction,Resale,Flat,3
3802,83.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",910.0,2.0,2.0,Ready to Move,Resale,Flat,2
3803,211.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
3804,300.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1400.0,2.0,2.0,Ready to Move,Resale,Flat,3
3805,85.0,"Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3806,230.0,"Marol, Mumbai - Western Suburbs, Maharashtra",860.0,2.0,2.0,Ready to Move,Resale,Flat,2
3807,250.0,"Powai, Mumbai - Central Line, Maharashtra",1100.0,3.0,3.0,Ready to Move,Resale,Flat,2
3808,160.0,"Kandivali East, Mumbai - North Mumbai, Maharashtra",1000.0,2.0,2.0,Under Construction,Resale,Flat,2
3809,250.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1664.0,3.0,3.0,Ready to Move,Resale,Flat,3
3810,450.0,other,1280.0,3.0,3.0,Ready to Move,Resale,Flat,3
3811,60.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3812,175.0,other,815.0,2.0,2.0,Ready to Move,Resale,Flat,2
3813,175.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
3814,180.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",777.0,2.0,2.0,Ready to Move,Resale,Flat,2
3815,179.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
3816,65.0,"Kalyan, Mumbai - Around Mumbai, Maharashtra",1080.0,2.0,2.0,Ready to Move,Resale,Flat,2
3817,42.0,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
3818,375.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",1650.0,3.0,3.0,Ready to Move,Resale,Flat,3
3819,120.0,other,1080.0,2.0,2.0,Ready to Move,Resale,Flat,2
3820,131.0,other,965.0,2.0,2.0,Ready to Move,Resale,Flat,2
3821,170.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",915.0,2.0,2.0,Ready to Move,Resale,Flat,2
3822,3400.0,other,3500.0,10.0,8.0,Ready to Move,Resale,Flat,7
3823,225.0,other,800.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
3824,200.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
3825,160.0,"Chembur, Mumbai - Harbour Line, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
3826,72.0,other,1040.0,3.0,2.0,Ready to Move,Resale,Flat,2
3827,350.0,"Santacruz East, Mumbai - Western Suburbs, Maharashtra",1075.0,3.0,3.0,Ready to Move,Resale,Flat,2
3828,137.00000000000003,other,1150.0,2.0,2.0,Ready to Move,Resale,Flat,2
3829,320.0,"Mulund East, Mumbai - Central Line, Maharashtra",1375.0,3.0,3.0,Ready to Move,Resale,Flat,3
3830,38.0,other,600.0,2.0,2.0,Ready to Move,Resale,Flat,1
