,price,Address,area,Bedrooms,Bathrooms,Status,neworold,type_of_building,bhk
1082,235.0,other,1310.0,3.0,3.0,Ready to Move,New Property,Flat,3
1083,1750.0,other,3250.0,3.0,3.0,Ready to Move,Resale,Flat,6
1084,145.0,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",1414.0,3.0,4.0,Ready to Move,Resale,Flat,3
1085,320.0,other,2280.0,3.0,3.0,Ready to Move,New Property,Flat,5
1086,135.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
1087,2500.0,other,2546.0,4.0,5.0,Ready to Move,New Property,Flat,5
1088,38.5,other,1145.0,2.0,2.0,Ready to Move,Resale,Flat,2
1089,585.0,other,2150.0,3.0,3.0,Ready to Move,Resale,Flat,4
1090,475.0,other,2500.0,4.0,4.0,Ready to Move,Resale,Flat,5
1091,75.7,other,890.0,2.0,2.0,Under Construction,New Property,Bungalow,2
1092,197.0,other,959.0,2.0,2.0,Ready to Move,Resale,Flat,2
1093,320.0,other,1600.0,3.0,3.0,Ready to Move,Resale,Flat,3
1094,750.0,other,1250.0,2.0,2.0,Ready to Move,Resale,Flat,2
1095,37.0,other,710.0,2.0,2.0,Ready to Move,Resale,Flat,1
1096,775.0,other,2000.0,3.0,3.0,Ready to Move,Resale,Flat,4
1097,195.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1098,275.0,other,1120.0,2.0,3.0,Ready to Move,Resale,Flat,2
1099,319.0,"Mulund West, Mumbai - Central Line, Maharashtra",1670.0,3.0,3.0,Under Construction,Resale,Flat,3
1100,200.0,other,800.0,2.0,2.0,Ready to Move,New Property,Flat,2
1101,38.5,other,770.0,2.0,2.0,Ready to Move,Resale,Flat,2
1102,282.0,other,1575.0,3.0,3.0,Ready to Move,Resale,Flat,3
1103,87.0,other,774.0,2.0,2.0,Ready to Move,Resale,Flat,2
1104,190.0,other,1015.0,2.0,2.0,Ready to Move,Resale,Flat,2
1105,110.0,other,550.0,2.0,2.0,Ready to Move,Resale,Flat,1
1106,550.0,other,1360.0,3.0,3.0,Ready to Move,Resale,Flat,3
1107,300.0,other,640.0,2.0,2.0,Ready to Move,New Property,Flat,1
1108,80.0,"Thane-Kalyan-Dombivli, Mumbai, Maharashtra",1100.0,3.0,2.0,Ready to Move,New Property,Flat,2
1109,168.0,"Andheri East, Mumbai, Andheri East, Mumbai - Western Suburbs, Maharashtra",1045.0,2.0,2.0,Ready to Move,Resale,Flat,2
1110,85.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",773.0,2.0,2.0,Ready to Move,Resale,Flat,2
1111,162.00000000000003,other,1050.0,3.0,2.0,Ready to Move,Resale,Bungalow,2
1112,75.0,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",1045.0,2.0,2.0,Ready to Move,Resale,Flat,2
1113,500.0,"Worli, Mumbai - South Mumbai, Maharashtra",1140.0,2.0,2.0,Ready to Move,Resale,Flat,2
1114,280.0,"Mulund West, Mumbai - Central Line, Maharashtra",1400.0,3.0,3.0,Ready to Move,Resale,Flat,3
1115,135.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
1116,1600.0,other,3200.0,6.0,6.0,Ready to Move,Resale,Flat,6
1117,320.0,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
1118,450.0,other,1350.0,3.0,3.0,Ready to Move,Resale,Flat,3
1119,100.0,other,940.0,2.0,2.0,Ready to Move,Resale,Flat,2
1120,150.0,other,1157.0,2.0,2.0,Under Construction,Resale,Flat,2
1121,285.0,other,1267.0,3.0,3.0,Ready to Move,Resale,Flat,3
1122,325.0,other,1850.0,3.0,3.0,Ready to Move,Resale,Flat,4
1123,1250.0,other,3800.0,4.0,4.0,Ready to Move,Resale,Bungalow,8
1124,315.0,other,2100.0,3.0,3.0,Ready to Move,Resale,Flat,4
1125,130.0,other,581.0,2.0,2.0,Under Construction,Resale,Flat,1
1126,135.0,other,810.0,2.0,2.0,Ready to Move,Resale,Flat,2
1127,600.0,other,1680.0,3.0,3.0,Ready to Move,New Property,Flat,3
1128,42.0,other,935.0,2.0,2.0,Ready to Move,Resale,Flat,2
1129,265.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1100.0,3.0,2.0,Ready to Move,Resale,Flat,2
1130,220.0,other,795.0,2.0,2.0,Ready to Move,Resale,Flat,2
1131,215.0,other,1755.0,3.0,3.0,Ready to Move,Resale,Flat,4
1132,300.0,other,1000.0,3.0,2.0,Ready to Move,Resale,Flat,2
1133,145.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
1134,216.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
1135,240.0,"Mulund West, Mumbai - Central Line, Maharashtra",1200.0,3.0,2.0,Ready to Move,Resale,Flat,2
1136,75.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2.0,2.0,Ready to Move,Resale,Flat,2
1137,200.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1138,210.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1139,79.0,other,730.0,2.0,2.0,Ready to Move,Resale,Flat,1
1140,280.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",1118.0,2.0,2.0,Ready to Move,Resale,Flat,2
1141,175.0,"Mulund West, Mumbai - Central Line, Maharashtra",1400.0,4.0,2.0,Ready to Move,Resale,Flat,3
1142,160.0,"Mulund East, Mumbai - Central Line, Maharashtra",961.0,2.0,2.0,Ready to Move,Resale,Flat,2
1143,280.0,other,1346.0,3.0,3.0,Ready to Move,Resale,Flat,3
1144,98.0,other,1080.0,2.0,2.0,Ready to Move,Resale,Flat,2
1145,350.0,other,1650.0,3.0,3.0,Ready to Move,Resale,Flat,3
1146,400.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1085.0,2.0,2.0,Ready to Move,Resale,Flat,2
1147,170.0,other,1500.0,4.0,3.0,Ready to Move,Resale,Flat,3
1148,325.0,other,935.0,2.0,3.0,Ready to Move,Resale,Flat,2
1149,180.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1150,65.0,other,600.0,2.0,2.0,Ready to Move,Resale,Flat,1
1151,140.0,"Mulund East, Mumbai - Central Line, Maharashtra",750.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
1152,270.0,other,1000.0,2.0,3.0,Ready to Move,Resale,Flat,2
1153,425.0,other,1104.0,2.0,2.0,Ready to Move,Resale,Flat,2
1154,360.0,other,1550.0,2.0,2.0,Ready to Move,New Property,Flat,3
1155,125.0,other,650.0,2.0,2.0,Ready to Move,Resale,Flat,1
1156,170.0,other,1050.0,3.0,2.0,Ready to Move,Resale,Flat,2
1157,290.0,other,1665.0,3.0,3.0,Ready to Move,Resale,Flat,3
1158,75.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1159,225.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
1160,575.0,other,3000.0,5.0,5.0,Ready to Move,Resale,Flat,6
1161,175.0,other,849.0,2.0,2.0,Ready to Move,Resale,Flat,2
1162,150.0,other,550.0,2.0,2.0,Ready to Move,Resale,Flat,1
1163,295.0,other,1456.0,3.0,3.0,Ready to Move,Resale,Flat,3
1164,270.0,other,1539.0,3.0,3.0,Ready to Move,Resale,Flat,3
1165,120.0,other,975.0,2.0,2.0,Ready to Move,Resale,Flat,2
1166,153.0,other,810.0,2.0,2.0,Ready to Move,Resale,Flat,2
1167,185.0,other,745.0,2.0,2.0,Ready to Move,Resale,Bungalow,1
1168,128.0,other,780.0,2.0,2.0,Ready to Move,Resale,Flat,2
1169,85.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
1170,315.0,other,1180.0,2.0,2.0,Ready to Move,Resale,Flat,2
1171,210.0,other,1115.0,3.0,3.0,Ready to Move,New Property,Flat,2
1172,130.0,other,900.0,2.0,3.0,Ready to Move,Resale,Flat,2
1173,48.0,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",835.0,2.0,2.0,Ready to Move,Resale,Flat,2
1174,175.0,other,1175.0,3.0,2.0,Ready to Move,Resale,Flat,2
1175,165.0,"Borivali East, Mumbai - Western Suburbs, Maharashtra",909.0,2.0,2.0,Ready to Move,Resale,Flat,2
1176,245.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1177,710.0,other,3959.0,4.0,4.0,Under Construction,Resale,Flat,8
1178,400.0,other,2300.0,4.0,4.0,Ready to Move,Resale,Bungalow,5
1179,200.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",800.0,2.0,2.0,Ready to Move,New Property,Flat,2
1180,60.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
1181,190.0,other,1020.0,2.0,2.0,Ready to Move,Resale,Flat,2
1182,130.0,other,945.0,2.0,2.0,Ready to Move,Resale,Flat,2
1183,120.0,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1184,165.0,"Bhandup West, Mumbai - Central Line, Maharashtra",960.0,2.0,2.0,Ready to Move,Resale,Flat,2
1185,43.0,other,830.0,2.0,2.0,Ready to Move,Resale,Flat,2
1186,125.0,"Dahisar East, Mumbai - North Mumbai, Maharashtra",570.0,3.0,2.0,Ready to Move,Resale,Flat,1
1187,175.0,"Ghatkopar East, Mumbai - Central Line, Maharashtra",614.0,2.0,2.0,Under Construction,Resale,Flat,1
1188,48.0,other,825.0,3.0,2.0,Ready to Move,Resale,Flat,2
1189,225.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1190,170.0,other,700.0,3.0,2.0,Ready to Move,Resale,Flat,1
1191,320.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",970.0,3.0,2.0,Ready to Move,Resale,Flat,2
1192,425.0,other,2000.0,3.0,3.0,Ready to Move,Resale,Flat,4
1193,300.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1165.0,3.0,3.0,Ready to Move,Resale,Flat,2
1194,152.0,other,860.0,2.0,2.0,Ready to Move,Resale,Flat,2
1195,170.0,other,650.0,2.0,2.0,Ready to Move,Resale,Flat,1
1196,192.0,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Suburbs, Maharashtra",1940.0,3.0,3.0,Ready to Move,Resale,Flat,4
1197,220.0,other,790.0,2.0,2.0,Ready to Move,Resale,Flat,2
1198,56.7,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1199,44.5,other,2000.0,5.0,5.0,Ready to Move,Resale,Flat,4
1200,325.0,other,1350.0,3.0,3.0,Ready to Move,Resale,Flat,3
1201,130.0,other,820.0,2.0,2.0,Ready to Move,Resale,Flat,2
1202,180.0,other,1150.0,2.0,2.0,Ready to Move,Resale,Flat,2
1203,165.0,"Mulund East, Mumbai - Central Line, Maharashtra",700.0,2.0,2.0,Ready to Move,Resale,Flat,1
1204,90.0,other,792.0,2.0,2.0,Ready to Move,Resale,Flat,2
1205,106.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,2.0,2.0,Under Construction,Resale,Flat,2
1206,195.0,other,1350.0,2.0,2.0,Ready to Move,Resale,Bungalow,3
1207,100.0,other,2400.0,2.0,2.0,Ready to Move,Resale,Flat,5
1208,35.0,other,560.0,2.0,2.0,Ready to Move,Resale,Flat,1
1209,275.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1089.0,2.0,2.0,Ready to Move,Resale,Flat,2
1210,70.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",900.0,2.0,2.0,Under Construction,Resale,Flat,2
1211,480.0,other,1900.0,3.0,3.0,Ready to Move,Resale,Flat,4
1212,200.0,other,663.0,2.0,2.0,Ready to Move,Resale,Flat,1
1213,126.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1008.0,2.0,2.0,Ready to Move,Resale,Flat,2
1214,250.0,other,967.0,2.0,2.0,Ready to Move,Resale,Flat,2
1215,279.0,other,1705.0,3.0,3.0,Under Construction,Resale,Flat,3
1216,51.0,other,787.0,2.0,2.0,Ready to Move,New Property,Flat,2
1217,51.0,other,940.0,2.0,2.0,Ready to Move,Resale,Flat,2
1218,485.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
1219,419.00000000000006,other,959.0,2.0,2.0,Ready to Move,Resale,Flat,2
1220,151.0,other,825.0,2.0,2.0,Ready to Move,Resale,Flat,2
1221,55.0,other,1250.0,3.0,2.0,Ready to Move,Resale,Flat,2
1222,340.0,other,1150.0,3.0,4.0,Ready to Move,Resale,Flat,2
1223,180.0,other,1080.0,2.0,2.0,Under Construction,Resale,Flat,2
1224,45.0,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",940.0,2.0,2.0,Ready to Move,Resale,Flat,2
1225,175.0,"Ghatkopar East, Mumbai - Central Line, Maharashtra",745.0,2.0,2.0,Ready to Move,Resale,Flat,1
1226,135.0,other,935.0,2.0,2.0,Ready to Move,Resale,Flat,2
1227,152.0,other,1035.0,2.0,2.0,Ready to Move,Resale,Flat,2
1228,85.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2.0,2.0,Ready to Move,Resale,Flat,2
1229,1350.0,other,1725.0,4.0,3.0,Ready to Move,Resale,Flat,3
1230,210.0,other,700.0,3.0,2.0,Ready to Move,Resale,Flat,1
1231,190.0,other,890.0,2.0,2.0,Ready to Move,Resale,Flat,2
1232,230.0,other,1660.0,3.0,3.0,Ready to Move,Resale,Flat,3
1233,210.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1234,160.0,other,858.0,2.0,2.0,Under Construction,Resale,Flat,2
1235,63.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",785.0,2.0,2.0,Ready to Move,Resale,Flat,2
1236,275.0,other,1500.0,3.0,3.0,Ready to Move,Resale,Flat,3
1237,650.0,other,943.0,2.0,2.0,Under Construction,New Property,Flat,2
1238,210.0,other,1160.0,4.0,4.0,Ready to Move,Resale,Flat,2
1239,225.0,other,1330.0,2.0,2.0,Under Construction,New Property,Flat,3
1240,58.0,other,965.0,2.0,2.0,Ready to Move,Resale,Flat,2
1241,90.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",945.0,2.0,2.0,Ready to Move,Resale,Flat,2
1242,46.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1243,85.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",920.0,2.0,2.0,Ready to Move,Resale,Flat,2
1244,340.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
1245,140.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1425.0,3.0,3.0,Ready to Move,Resale,Flat,3
1246,160.0,other,925.0,2.0,2.0,Ready to Move,Resale,Flat,2
1247,185.0,"Kandivali East, Mumbai - North Mumbai, Maharashtra",1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
1248,90.0,"Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",1100.0,2.0,3.0,Ready to Move,Resale,Flat,2
1249,250.0,other,980.0,2.0,2.0,Ready to Move,Resale,Flat,2
1250,1050.0,other,2170.0,4.0,3.0,Ready to Move,Resale,Flat,4
1251,91.0,other,850.0,2.0,2.0,Ready to Move,New Property,Flat,2
1252,127.0,other,770.0,2.0,2.0,Ready to Move,Resale,Flat,2
1253,149.0,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",1100.0,2.0,2.0,Under Construction,Resale,Flat,2
1254,380.0,"Malad East, Mumbai - North Mumbai, Maharashtra",2226.0,3.0,4.0,Under Construction,Resale,Flat,4
1255,160.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
1256,290.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
1257,275.0,other,1255.0,3.0,3.0,Ready to Move,Resale,Flat,3
1258,205.0,other,1042.0,2.0,2.0,Ready to Move,Resale,Flat,2
1259,895.0,other,2000.0,3.0,3.0,Ready to Move,Resale,Flat,4
1260,235.0,other,1110.0,2.0,2.0,Ready to Move,Resale,Flat,2
1261,125.0,other,975.0,2.0,2.0,Ready to Move,Resale,Flat,2
1262,275.0,other,1370.0,3.0,3.0,Ready to Move,Resale,Flat,3
1263,170.0,other,520.0,2.0,2.0,Ready to Move,Resale,Flat,1
1264,180.0,other,860.0,2.0,2.0,Ready to Move,New Property,Flat,2
1265,235.0,other,1250.0,2.0,2.0,Ready to Move,Resale,Flat,2
1266,455.0,other,2208.0,4.0,4.0,Ready to Move,Resale,Flat,4
1267,625.0,other,1780.0,4.0,4.0,Ready to Move,New Property,Flat,4
1268,500.0,other,1200.0,3.0,3.0,Ready to Move,New Property,Flat,2
1269,250.0,other,710.0,2.0,2.0,Ready to Move,Resale,Flat,1
1270,250.0,other,1250.0,3.0,3.0,Ready to Move,Resale,Flat,2
1271,158.0,other,790.0,2.0,2.0,Ready to Move,Resale,Flat,2
1272,220.0,other,833.0,2.0,2.0,Ready to Move,Resale,Flat,2
1273,450.0,other,1300.0,3.0,3.0,Ready to Move,Resale,Flat,3
1274,295.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
1275,170.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
1276,151.0,"Goregaon West, Mumbai - North Mumbai, Maharashtra",950.0,2.0,2.0,Ready to Move,New Property,Flat,2
1277,172.0,other,1030.0,2.0,2.0,Ready to Move,Resale,Flat,2
1278,490.0,other,1280.0,2.0,2.0,Ready to Move,Resale,Flat,3
1279,57.0,other,911.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
1280,126.0,other,1030.0,2.0,3.0,Under Construction,New Property,Flat,2
1281,160.0,other,1200.0,2.0,2.0,Ready to Move,New Property,Flat,2
1282,330.0,other,1650.0,3.0,3.0,Ready to Move,Resale,Flat,3
1283,350.0,other,1930.0,4.0,3.0,Ready to Move,Resale,Flat,4
1284,210.0,other,976.0,2.0,2.0,Ready to Move,Resale,Flat,2
1285,800.0,other,3000.0,4.0,5.0,Ready to Move,Resale,Flat,6
1286,525.0,"Juhu, Mumbai - Western Suburbs, Maharashtra",1600.0,3.0,3.0,Ready to Move,Resale,Flat,3
1287,72.0,other,830.0,2.0,2.0,Ready to Move,Resale,Flat,2
1288,260.0,other,1470.0,4.0,4.0,Ready to Move,Resale,Flat,3
1289,185.0,other,940.0,2.0,2.0,Ready to Move,Resale,Flat,2
1290,68.5,other,935.0,2.0,2.0,Ready to Move,Resale,Flat,2
1291,215.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1292,276.0,other,795.0,2.0,2.0,Ready to Move,Resale,Flat,2
1293,260.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
1294,120.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
1295,400.0,"Andheri East, Mumbai, Andheri East, Mumbai - Western Suburbs, Maharashtra",1880.0,3.0,3.0,Ready to Move,Resale,Flat,4
1296,195.0,other,1200.0,3.0,2.0,Ready to Move,Resale,Flat,2
1297,315.0,other,1190.0,2.0,2.0,Ready to Move,Resale,Flat,2
1298,24.0,other,528.0,2.0,2.0,Ready to Move,Resale,Flat,1
1299,550.0,other,1350.0,3.0,3.0,Ready to Move,Resale,Flat,3
1300,250.0,other,2200.0,3.0,3.0,Ready to Move,Resale,Flat,4
1301,235.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1302,145.0,other,772.0,2.0,2.0,Ready to Move,Resale,Flat,2
1303,45.0,other,725.0,2.0,2.0,Ready to Move,Resale,Flat,1
1304,410.0,other,1550.0,3.0,3.0,Ready to Move,Resale,Flat,3
1305,100.0,other,920.0,2.0,2.0,Ready to Move,Resale,Flat,2
1306,175.0,other,1020.0,2.0,2.0,Ready to Move,Resale,Flat,2
1307,70.1,other,810.0,2.0,2.0,Ready to Move,Resale,Flat,2
1308,124.0,other,1600.0,3.0,3.0,Ready to Move,Resale,Flat,3
1309,85.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1310,625.0,other,2187.0,3.0,4.0,Ready to Move,Resale,Flat,4
1311,325.0,other,1680.0,3.0,3.0,Ready to Move,Resale,Flat,3
1312,500.0,other,1350.0,3.0,3.0,Ready to Move,Resale,Flat,3
1313,131.0,other,950.0,2.0,2.0,Ready to Move,Resale,Flat,2
1314,260.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
1315,178.0,other,1015.0,2.0,2.0,Ready to Move,Resale,Flat,2
1316,178.0,other,920.0,2.0,2.0,Ready to Move,Resale,Flat,2
1317,200.0,other,812.0,2.0,2.0,Ready to Move,New Property,Flat,2
1318,700.0,other,1685.0,3.0,5.0,Ready to Move,Resale,Flat,3
1319,120.0,other,655.0,2.0,2.0,Ready to Move,Resale,Flat,1
1320,495.0,other,1270.0,3.0,3.0,Ready to Move,Resale,Flat,3
1321,210.0,other,775.0,2.0,2.0,Ready to Move,Resale,Flat,2
1322,220.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
1323,225.0,other,1080.0,2.0,2.0,Ready to Move,Resale,Flat,2
1324,142.0,other,1060.0,2.0,2.0,Ready to Move,Resale,Flat,2
1325,650.0,other,1375.0,2.0,2.0,Ready to Move,Resale,Flat,3
1326,150.0,other,2800.0,5.0,5.0,Ready to Move,Resale,Flat,6
1327,45.0,other,560.0,2.0,2.0,Ready to Move,Resale,Flat,1
1328,225.0,other,1538.0,3.0,3.0,Ready to Move,Resale,Flat,3
1329,450.0,other,1500.0,4.0,3.0,Ready to Move,Resale,Flat,3
1330,150.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1331,410.0,other,1778.0,3.0,3.0,Ready to Move,Resale,Flat,4
1332,35.0,other,1050.0,2.0,3.0,Ready to Move,Resale,Flat,2
1333,260.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
1334,124.0,other,1061.0,2.0,2.0,Ready to Move,Resale,Flat,2
1335,290.0,other,1495.0,3.0,2.0,Ready to Move,Resale,Flat,3
1336,240.0,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Suburbs, Maharashtra",2050.0,3.0,3.0,Ready to Move,Resale,Flat,4
1337,1251.0,other,3120.0,4.0,5.0,Ready to Move,New Property,Flat,6
1338,625.0,other,2350.0,3.0,3.0,Ready to Move,New Property,Flat,5
1339,240.0,"Andheri East, Mumbai, Andheri East, Mumbai - Western Suburbs, Maharashtra",1430.0,3.0,3.0,Ready to Move,Resale,Flat,3
1340,70.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1341,350.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1200.0,3.0,3.0,Ready to Move,Resale,Flat,2
1342,180.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
1343,130.0,other,700.0,2.0,2.0,Ready to Move,Resale,Flat,1
1344,100.0,other,1200.0,3.0,3.0,Ready to Move,Resale,Flat,2
1345,52.5,other,760.0,2.0,2.0,Ready to Move,Resale,Flat,2
1346,80.0,other,1098.0,3.0,2.0,Ready to Move,Resale,Bungalow,2
1347,300.0,"Worli, Mumbai - South Mumbai, Maharashtra",1160.0,2.0,2.0,Ready to Move,New Property,Flat,2
1348,250.0,other,840.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
1349,130.0,"Chandivali, Mumbai - Central Line, Maharashtra",1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
1350,260.0,other,1985.0,2.0,2.0,Ready to Move,Resale,Flat,4
1351,210.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1352,270.0,other,1180.0,2.0,2.0,Ready to Move,Resale,Flat,2
1353,145.0,other,930.0,2.0,2.0,Ready to Move,New Property,Flat,2
1354,275.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1355,500.0,other,2303.0,3.0,3.0,Ready to Move,New Property,Flat,5
1356,125.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1357,120.0,other,1000.0,2.0,2.0,Under Construction,Resale,Flat,2
1358,1100.0,other,2300.0,3.0,3.0,Ready to Move,Resale,Flat,5
1359,125.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1360,285.0,other,1450.0,3.0,3.0,Ready to Move,Resale,Flat,3
1361,650.0,other,2717.0,4.0,3.0,Ready to Move,New Property,Flat,5
1362,260.0,other,1400.0,3.0,3.0,Ready to Move,New Property,Bungalow,3
1363,210.0,other,750.0,2.0,2.0,Ready to Move,Resale,Flat,1
1364,525.0,other,2200.0,4.0,5.0,Ready to Move,Resale,Flat,4
1365,1100.0,other,2710.0,3.0,4.0,Ready to Move,Resale,Flat,5
1366,250.0,other,1050.0,2.0,2.0,Ready to Move,Resale,Flat,2
1367,336.0,other,1681.0,3.0,3.0,Under Construction,New Property,Flat,3
1368,350.0,other,900.0,3.0,3.0,Ready to Move,New Property,Flat,2
1369,118.0,other,990.0,2.0,2.0,Ready to Move,Resale,Flat,2
1370,149.0,other,800.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
1371,425.0,other,1250.0,3.0,3.0,Ready to Move,Resale,Flat,2
1372,205.0,other,957.0,2.0,2.0,Ready to Move,Resale,Bungalow,2
1373,177.0,other,1106.0,2.0,2.0,Ready to Move,Resale,Flat,2
1374,365.0,other,1500.0,3.0,3.0,Ready to Move,Resale,Flat,3
1375,65.0,other,880.0,2.0,2.0,Ready to Move,Resale,Flat,2
1376,55.0,other,1100.0,2.0,2.0,Ready to Move,Resale,Flat,2
1377,68.0,other,720.0,2.0,2.0,Ready to Move,Resale,Flat,1
1378,360.0,other,1535.0,3.0,3.0,Ready to Move,Resale,Bungalow,3
1379,275.0,other,1200.0,2.0,2.0,Ready to Move,Resale,Flat,2
1380,145.0,other,640.0,2.0,2.0,Ready to Move,Resale,Flat,1
1381,155.0,other,709.0,2.0,2.0,Ready to Move,Resale,Flat,1
1382,65.0,other,1500.0,2.0,2.0,Ready to Move,Resale,Flat,3
1383,280.0,other,1900.0,3.0,3.0,Ready to Move,Resale,Flat,4
1384,480.0,other,2230.0,3.0,3.0,Ready to Move,Resale,Flat,4
1385,395.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1386,94.0,other,855.0,2.0,2.0,Ready to Move,Resale,Flat,2
1387,160.0,other,816.0,2.0,2.0,Ready to Move,New Property,Flat,2
1388,45.0,other,850.0,2.0,2.0,Ready to Move,Resale,Flat,2
1389,77.0,other,660.0,2.0,2.0,Ready to Move,Resale,Flat,1
1390,330.0,other,1600.0,3.0,3.0,Ready to Move,Resale,Flat,3
1391,220.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1143.0,2.0,2.0,Ready to Move,Resale,Flat,2
1392,250.0,other,1150.0,2.0,2.0,Ready to Move,Resale,Flat,2
1393,315.0,other,861.0,2.0,2.0,Ready to Move,New Property,Flat,2
1394,175.0,other,900.0,2.0,2.0,Ready to Move,Resale,Flat,2
1395,850.0,other,2650.0,5.0,4.0,Ready to Move,Resale,Flat,5
1396,180.0,other,1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1397,550.0,other,1450.0,2.0,2.0,Ready to Move,Resale,Flat,3
1398,45.0,other,1000.0,3.0,2.0,Ready to Move,Resale,Flat,2
1399,73.0,other,990.0,2.0,2.0,Ready to Move,Resale,Flat,2
1400,370.0,other,1006.0,2.0,2.0,Ready to Move,Resale,Flat,2
1401,250.0,"Vile Parle West, Mumbai - Western Suburbs, Maharashtra",1000.0,2.0,2.0,Ready to Move,Resale,Flat,2
1402,225.0,other,800.0,2.0,2.0,Ready to Move,Resale,Flat,2
1403,75.4,other,775.0,2.0,2.0,Ready to Move,Resale,Flat,2
